11000909;12FFFA76;13FFF16D;14FFFC65;15000515;1A000000;1B000000;1D000000;06000000;415B8363;B0000000;

11000760;12FFF84B;13FFF0EB;14FFFBCC;15000370;1A000000;1B000000;1D000000;06000000;41823746;80000000;

11000758;12FFF852;13FFF0F9;14FFFBCD;15000367;1A000000;1B000000;1D000000;06000000;419BB74D;80000000;

11000752;12FFF853;13FFF101;14FFFBCB;1500035D;1A000000;1B000000;1D000000;06000000;412FFE59;80000000;

1100074D;12FFF850;13FFF103;14FFFBC7;15000353;1A000000;1B000000;1D000000;06000000;419E5612;80000000;

1100074A;12FFF849;13FFF0FF;14FFFBC0;15000348;1A000000;1B000000;1D000000;06000000;412BB7DF;80000000;

11000749;12FFF83F;13FFF0F6;14FFFBB9;1500033E;1A000000;1B000000;1D000000;06000000;41CC9E26;80000000;

1100074A;12FFF830;13FFF0E6;14FFFBB0;15000336;1A000000;1B000000;1D000000;06000000;41D5A4E7;80000000;

1100074D;12FFF81F;13FFF0D2;14FFFBA5;1500032F;1A000000;1B000000;1D000000;06000000;418409CD;80000000;

11000752;12FFF80C;13FFF0BA;14FFFB9A;15000329;1A000000;1B000000;1D000000;06000000;41FD5EF5;80000000;

11000759;12FFF7F8;13FFF09F;14FFFB8F;15000325;1A000000;1B000000;1D000000;06000000;414557A5;80000000;

11000760;12FFF7E4;13FFF084;14FFFB85;15000324;1A000000;1B000000;1D000000;06000000;41028B38;80000000;

11000768;12FFF7D3;13FFF06B;14FFFB7C;15000324;1A000000;1B000000;1D000000;06000000;41723926;80000000;

11000770;12FFF7C4;13FFF054;14FFFB75;15000327;1A000000;1B000000;1D000000;06000000;41C6E03A;80000000;

11000778;12FFF7B6;13FFF03E;14FFFB70;1500032B;1A000000;1B000000;1D000000;06000000;41D0595E;80000000;

1100077F;12FFF7AD;13FFF02D;14FFFB6C;15000331;1A000000;1B000000;1D000000;06000000;41C13AF2;80000000;

11000786;12FFF7A9;13FFF023;14FFFB6C;15000338;1A000000;1B000000;1D000000;06000000;41C187E0;C0000000;

11000786;12FFF7A9;13FFF023;14FFFB6C;15000338;1A000000;1B000000;1D000000;06000000;41031BAE;80000000;

1100078B;12FFF7A8;13FFF01D;14FFFB6E;15000341;1A000000;1B000000;1D000000;06000000;415CF27D;80000000;

1100078F;12FFF7AB;13FFF01C;14FFFB72;15000349;1A000000;1B000000;1D000000;06000000;41317EB7;80000000;

11000792;12FFF7B1;13FFF01E;14FFFB77;15000351;1A000000;1B000000;1D000000;06000000;414C7166;80000000;

11000794;12FFF7B8;13FFF023;14FFFB7D;1500035A;1A000000;1B000000;1D000000;06000000;412756B3;80000000;

11000796;12FFF7C1;13FFF02A;14FFFB84;15000362;1A000000;1B000000;1D000000;06000000;4171444E;80000000;

11000796;12FFF7CA;13FFF034;14FFFB8B;15000369;1A000000;1B000000;1D000000;06000000;411D0E76;80000000;

11000796;12FFF7D5;13FFF03F;14FFFB92;1500036F;1A000000;1B000000;1D000000;06000000;41DF761A;80000000;

11000795;12FFF7E0;13FFF04B;14FFFB9A;15000375;1A000000;1B000000;1D000000;06000000;41106C65;80000000;

11000793;12FFF7EA;13FFF057;14FFFBA1;1500037A;1A000000;1B000000;1D000000;06000000;417F9ABB;80000000;

11000791;12FFF7F5;13FFF064;14FFFBA9;1500037E;1A000000;1B000000;1D000000;06000000;41AC245B;C0000000;

11000791;12FFF7F5;13FFF064;14FFFBA9;1500037E;1A000000;1B000000;1D000000;06000000;416EB815;80000000;

1100078D;12FFF7FF;13FFF072;14FFFBAF;15000381;1A000000;1B000000;1D000000;06000000;41BD8F21;80000000;

1100078A;12FFF80A;13FFF080;14FFFBB5;15000382;1A000000;1B000000;1D000000;06000000;41B9BFA6;80000000;

11000786;12FFF813;13FFF08D;14FFFBBB;15000383;1A000000;1B000000;1D000000;06000000;4184F2F7;80000000;

11000781;12FFF81D;13FFF09B;14FFFBBF;15000383;1A000000;1B000000;1D000000;06000000;4109AABE;80000000;

1100077C;12FFF827;13FFF0AA;14FFFBC4;15000382;1A000000;1B000000;1D000000;06000000;415FDEFB;80000000;

11000776;12FFF831;13FFF0BB;14FFFBC9;15000380;1A000000;1B000000;1D000000;06000000;411A2B5D;80000000;

11000770;12FFF83C;13FFF0CC;14FFFBCD;1500037D;1A000000;1B000000;1D000000;06000000;41624679;80000000;

11000769;12FFF847;13FFF0DD;14FFFBD1;15000377;1A000000;1B000000;1D000000;06000000;41BA4A76;80000000;

11000762;12FFF84E;13FFF0EB;14FFFBD2;1500036F;1A000000;1B000000;1D000000;06000000;4154B45D;80000000;

1100075C;12FFF850;13FFF0F4;14FFFBD1;15000366;1A000000;1B000000;1D000000;06000000;41904811;C0000000;

1100075C;12FFF850;13FFF0F4;14FFFBD1;15000366;1A000000;1B000000;1D000000;06000000;4152D45F;80000000;

11000757;12FFF84E;13FFF0F7;14FFFBCD;1500035C;1A000000;1B000000;1D000000;06000000;415C1D12;80000000;

11000754;12FFF848;13FFF0F4;14FFFBC6;15000351;1A000000;1B000000;1D000000;06000000;41ED3745;80000000;

11000753;12FFF83E;13FFF0EB;14FFFBBE;15000348;1A000000;1B000000;1D000000;06000000;410FD256;80000000;

11000753;12FFF830;13FFF0DD;14FFFBB4;1500033F;1A000000;1B000000;1D000000;06000000;41324668;80000000;

11000756;12FFF820;13FFF0CA;14FFFBA9;15000337;1A000000;1B000000;1D000000;06000000;418E8C9A;80000000;

1100075A;12FFF80C;13FFF0B2;14FFFB9C;15000331;1A000000;1B000000;1D000000;06000000;418100E4;80000000;

11000760;12FFF7F8;13FFF098;14FFFB8F;1500032C;1A000000;1B000000;1D000000;06000000;41456EEF;80000000;

11000767;12FFF7E4;13FFF07D;14FFFB82;1500032A;1A000000;1B000000;1D000000;06000000;419EED3F;80000000;

1100076E;12FFF7D2;13FFF064;14FFFB77;15000329;1A000000;1B000000;1D000000;06000000;41A8BEB6;80000000;

11000775;12FFF7C2;13FFF04D;14FFFB6D;15000329;1A000000;1B000000;1D000000;06000000;4144F4FF;C0000000;

11000775;12FFF7C2;13FFF04D;14FFFB6D;15000329;1A000000;1B000000;1D000000;06000000;418668B1;80000000;

1100077C;12FFF7B4;13FFF037;14FFFB65;1500032B;1A000000;1B000000;1D000000;06000000;41DD0CE3;80000000;

11000782;12FFF7A8;13FFF026;14FFFB5F;1500032D;1A000000;1B000000;1D000000;06000000;41F42A38;80000000;

11000787;12FFF7A1;13FFF01A;14FFFB5B;15000331;1A000000;1B000000;1D000000;06000000;4123011C;80000000;

